Marca temporal,Número de Señalética,Fecha,Hora,Cuadrilla,Latitud,Longitud,Fotografía (Antes),Fotografía (Después),Tipo de Modificación,Observaciones
2026-05-13 11:27:00,G1-20260513-0162,2026-05-13,11:27,GRUPO 1,-38.754044,-72.626854,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0059.jpg,,Mantención de Señalética,
2026-05-13 11:38:00,G1-20260513-0163,2026-05-13,11:38,GRUPO 1,-38.753849,-72.626396,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0073.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0097.jpg,Mantención de Señalética,
2026-05-13 12:35:00,G1-20260513-0164,2026-05-13,12:35,GRUPO 1,-38.754269,-72.627190,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0105.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0240.jpg,Mantención de Señalética,
2026-05-14 08:29:00,G1-20260514-0165,2026-05-14,08:29,GRUPO 1,-38.734100,-72.590874,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260514-WA0011.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260514-WA0215.jpg,Mantención de Señalética,
2026-05-14 15:56:00,G1-20260514-0166,2026-05-14,15:56,GRUPO 1,-38.733177,-72.596024,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260514-WA0216.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260514-WA0226.jpg,Mantención de Señalética,
2026-05-14 16:27:00,G1-20260514-0167,2026-05-14,16:27,GRUPO 1,-38.733150,-72.597115,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260514-WA0251.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260514-WA0278.jpg,Mantención de Señalética,
2026-05-18 07:33:00,G1-20260518-0168,2026-05-18,07:33,GRUPO 1,-38.729061,-72.610435,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0005.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0056.jpg,Mantención de Señalética,
2026-05-18 11:23:00,G1-20260518-0169,2026-05-18,11:23,GRUPO 1,-38.728302,-72.609962,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0061.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0086.jpg,Mantención de Señalética,
2026-05-18 12:28:00,G1-20260518-0170,2026-05-18,12:28,GRUPO 1,-38.727226,-72.602669,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0087.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0152.jpg,Mantención de Señalética,
2026-05-18 16:04:00,G1-20260518-0171,2026-05-18,16:04,GRUPO 1,-38.753909,-72.627229,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260518-WA0190.jpg,,Mantención de Señalética,
2026-05-22 07:28:00,G1-20260522-0172,2026-05-22,07:28,GRUPO 1,-38.740089,-72.615280,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0000.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0014.jpg,Mantención de Señalética,
2026-05-22 09:25:00,G1-20260522-0173,2026-05-22,09:25,GRUPO 1,-38.739159,-72.617699,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0021.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0038.jpg,Mantención de Señalética,
2026-05-22 10:45:00,G1-20260522-0174,2026-05-22,10:45,GRUPO 1,-38.753849,-72.626015,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0060.jpg,,Mantención de Señalética,
2026-05-22 11:48:00,G1-20260522-0175,2026-05-22,11:48,GRUPO 1,-38.739948,-72.579697,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0077.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0109.jpg,Mantención de Señalética,
2026-05-22 15:14:00,G1-20260522-0176,2026-05-22,15:14,GRUPO 1,-38.739986,-72.579605,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0110.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0136.jpg,Mantención de Señalética,
2026-05-22 16:42:00,G1-20260522-0177,2026-05-22,16:42,GRUPO 1,-38.714199,-72.634018,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0140.jpg,,Mantención de Señalética,
2026-05-22 16:50:00,G1-20260522-0178,2026-05-22,16:50,GRUPO 1,-38.714741,-72.634949,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260522-WA0144.jpg,,Mantención de Señalética,
2026-05-22 17:16:00,G1-20260522-0179,2026-05-22,17:16,GRUPO 1,-38.711601,-72.653603,,,Mantención de Señalética,
2026-05-25 11:18:00,G1-20260525-0180,2026-05-25,11:18,GRUPO 1,-38.740089,-72.620277,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260525-WA0013.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260525-WA0104.jpg,Mantención de Señalética,
2026-05-25 17:44:00,G1-20260525-0181,2026-05-25,17:44,GRUPO 1,-38.740166,-72.620514,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260525-WA0105.jpg,,Mantención de Señalética,
2026-05-26 08:47:00,G1-20260526-0182,2026-05-26,08:47,GRUPO 1,-38.715016,-72.636394,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260526-WA0005.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260526-WA0143.jpg,Mantención de Señalética,
2026-05-26 15:54:00,G1-20260526-0183,2026-05-26,15:54,GRUPO 1,-38.714893,-72.638504,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260526-WA0145.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260526-WA0163.jpg,Mantención de Señalética,
2026-05-26 16:49:00,G1-20260526-0184,2026-05-26,16:49,GRUPO 1,-38.714088,-72.644287,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260526-WA0169.jpg,,Mantención de Señalética,
2026-05-26 17:18:00,G1-20260526-0185,2026-05-26,17:18,GRUPO 1,-38.713940,-72.645638,,,Mantención de Señalética,
2026-05-27 09:03:00,G1-20260527-0186,2026-05-27,09:03,GRUPO 1,-38.713444,-72.646698,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0002.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0007.jpg,Mantención de Señalética,
2026-05-27 09:25:00,G1-20260527-0187,2026-05-27,09:25,GRUPO 1,-38.712879,-72.649193,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0011.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0016.jpg,Mantención de Señalética,
2026-05-27 09:48:00,G1-20260527-0188,2026-05-27,09:48,GRUPO 1,-38.712498,-72.650032,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0017.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0043.jpg,Mantención de Señalética,
2026-05-27 11:48:00,G1-20260527-0189,2026-05-27,11:48,GRUPO 1,-38.724319,-72.612350,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0066.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0099.jpg,Mantención de Señalética,
2026-05-27 15:40:00,G1-20260527-0190,2026-05-27,15:40,GRUPO 1,-38.708000,-72.623268,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0100.jpg,,Mantención de Señalética,
2026-05-27 15:55:00,G1-20260527-0191,2026-05-27,15:55,GRUPO 1,-38.709328,-72.623520,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0104.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260527-WA0119.jpg,Mantención de Señalética,
2026-05-27 17:17:00,G1-20260527-0192,2026-05-27,17:17,GRUPO 1,-38.718376,-72.621193,,,Mantención de Señalética,
2026-05-28 07:52:00,G1-20260528-0193,2026-05-28,07:52,GRUPO 1,-38.709679,-72.636871,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260528-WA0004.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260528-WA0031.jpg,Mantención de Señalética,
2026-05-28 10:47:00,G1-20260528-0194,2026-05-28,10:47,GRUPO 1,-38.712635,-72.633728,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260528-WA0041.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260528-WA0062.jpg,Mantención de Señalética,
2026-06-16 18:27:00,G1-20260616-0195,2026-06-16,18:27,GRUPO 1,-38.739788,-72.578513,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260616-WA0082.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260616-WA0084.jpg,Mantención de Señalética,
2026-06-24 08:40:00,G1-20260624-0196,2026-06-24,08:40,GRUPO 1,-38.732215,-72.586677,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260624-WA0075.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260624-WA0105.jpg,Mantención de Señalética,
2026-06-30 08:39:00,G1-20260630-0197,2026-06-30,08:39,GRUPO 1,-38.737328,-72.581818,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0019.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0025.jpg,Mantención de Señalética,
2026-06-30 09:28:00,G1-20260630-0198,2026-06-30,09:28,GRUPO 1,-38.737175,-72.581879,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0029.jpg,,Mantención de Señalética,
2026-06-30 09:48:00,G1-20260630-0199,2026-06-30,09:48,GRUPO 1,-38.736927,-72.581741,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0031.jpg,,Mantención de Señalética,
2026-06-30 09:49:00,G1-20260630-0200,2026-06-30,09:49,GRUPO 1,-38.736797,-72.581726,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0033.jpg,,Mantención de Señalética,
2026-06-30 10:03:00,G1-20260630-0201,2026-06-30,10:03,GRUPO 1,-38.736679,-72.581772,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0083.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0137.jpg,Mantención de Señalética,
2026-06-30 15:20:00,G1-20260630-0202,2026-06-30,15:20,GRUPO 1,-38.732750,-72.583405,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0157.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0156.jpg,Mantención de Señalética,
2026-06-30 15:48:00,G1-20260630-0203,2026-06-30,15:48,GRUPO 1,-38.733135,-72.580788,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0166.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0168.jpg,Mantención de Señalética,
2026-06-30 16:19:00,G1-20260630-0204,2026-06-30,16:19,GRUPO 1,-38.733463,-72.579048,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0169.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0175.jpg,Mantención de Señalética,
2026-06-30 16:29:00,G1-20260630-0205,2026-06-30,16:29,GRUPO 1,-38.733337,-72.579071,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0182.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260630-WA0183.jpg,Mantención de Señalética,
2026-06-30 16:51:00,G1-20260630-0206,2026-06-30,16:51,GRUPO 1,-38.733643,-72.577362,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260519-WA0246.jpg,,Mantención de Señalética,
2026-07-01 00:14:00,G1-20260701-0207,2026-07-01,00:14,GRUPO 1,-38.725117,-72.625427,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0002.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0013.jpg,Mantención de Señalética,
2026-07-01 09:30:00,G1-20260701-0208,2026-07-01,09:30,GRUPO 1,-38.734871,-72.593651,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0035.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0036.jpg,Mantención de Señalética,
2026-07-01 10:32:00,G1-20260701-0209,2026-07-01,10:32,GRUPO 1,-38.734554,-72.593567,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0052.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0053.jpg,Mantención de Señalética,
2026-07-01 11:38:00,G1-20260701-0210,2026-07-01,11:38,GRUPO 1,-38.734501,-72.593613,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0128.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0156.jpg,Mantención de Señalética,
2026-07-01 16:27:00,G1-20260701-0211,2026-07-01,16:27,GRUPO 1,-38.735153,-72.597755,,,Mantención de Señalética,
2026-07-02 09:00:00,G1-20260702-0212,2026-07-02,09:00,GRUPO 1,-38.734299,-72.596107,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260702-WA0001.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260702-WA0113.jpg,Mantención de Señalética,
2026-07-03 08:41:00,G1-20260703-0213,2026-07-03,08:41,GRUPO 1,-38.748669,-72.617867,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260703-WA0056.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260703-WA0080.jpg,Mantención de Señalética,
2026-07-03 14:49:00,G1-20260703-0214,2026-07-03,14:49,GRUPO 1,-38.748631,-72.617859,,,Mantención de Señalética,
2026-07-07 09:00:00,G1-20260707-0215,2026-07-07,09:00,GRUPO 1,-38.757806,-72.654475,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260707-WA0014.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260707-WA0090.jpg,Mantención de Señalética,
2026-07-08 09:37:00,G1-20260708-0216,2026-07-08,09:37,GRUPO 1,-38.742784,-72.597174,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0033.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0058.jpg,Mantención de Señalética,
2026-07-08 10:39:00,G1-20260708-0217,2026-07-08,10:39,GRUPO 1,-38.743075,-72.594432,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0098.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0105.jpg,Mantención de Señalética,
2026-07-08 11:45:00,G1-20260708-0218,2026-07-08,11:45,GRUPO 1,-38.737054,-72.623263,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0145.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0146.jpg,Mantención de Señalética,
2026-07-08 13:09:00,G1-20260708-0219,2026-07-08,13:09,GRUPO 1,-38.741655,-72.604244,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0147.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0158.jpg,Mantención de Señalética,
2026-07-08 15:09:00,G1-20260708-0220,2026-07-08,15:09,GRUPO 1,-38.742780,-72.597093,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0167.jpg,,Mantención de Señalética,
2026-07-08 15:24:00,G1-20260708-0221,2026-07-08,15:24,GRUPO 1,-38.743020,-72.594688,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0185.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0186.jpg,Mantención de Señalética,
2026-07-08 15:52:00,G1-20260708-0222,2026-07-08,15:52,GRUPO 1,-38.737669,-72.621639,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0244.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260708-WA0257.jpg,Mantención de Señalética,
2026-07-08 18:02:00,G1-20260708-0223,2026-07-08,18:02,GRUPO 1,-38.738027,-72.620741,,,Mantención de Señalética,
2026-07-09 09:10:00,G1-20260709-0224,2026-07-09,09:10,GRUPO 1,-38.756850,-72.738780,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0005.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0065.jpg,Mantención de Señalética,
2026-07-09 12:54:00,G1-20260709-0225,2026-07-09,12:54,GRUPO 1,-38.760600,-72.742089,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0100.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0101.jpg,Mantención de Señalética,
2026-07-09 16:15:00,G1-20260709-0226,2026-07-09,16:15,GRUPO 1,-38.765870,-72.744356,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0102.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0130.jpg,Mantención de Señalética,
2026-07-09 17:01:00,G1-20260709-0227,2026-07-09,17:01,GRUPO 1,-38.772665,-72.753614,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0150.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0151.jpg,Mantención de Señalética,
2026-07-09 17:40:00,G1-20260709-0228,2026-07-09,17:40,GRUPO 1,-38.766588,-72.775980,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0173.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0174.jpg,Mantención de Señalética,
2026-07-10 08:43:00,G1-20260710-0229,2026-07-10,08:43,GRUPO 1,-38.762786,-72.765111,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0038.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0072.jpg,Mantención de Señalética,
2026-07-10 11:55:00,G1-20260710-0230,2026-07-10,11:55,GRUPO 1,-38.762367,-72.741683,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0091.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0092.jpg,Mantención de Señalética,
2026-07-10 12:30:00,G1-20260710-0231,2026-07-10,12:30,GRUPO 1,-38.762690,-72.744343,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0093.jpg,,Mantención de Señalética,
2026-07-10 12:33:00,G1-20260710-0232,2026-07-10,12:33,GRUPO 1,-38.762912,-72.744652,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0133.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0137.jpg,Mantención de Señalética,
2026-07-10 16:22:00,G1-20260710-0233,2026-07-10,16:22,GRUPO 1,-38.771708,-72.766460,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0140.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0142.jpg,Mantención de Señalética,
2026-07-10 16:33:00,G1-20260710-0234,2026-07-10,16:33,GRUPO 1,-38.771247,-72.765313,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0145.jpg,,Mantención de Señalética,
2026-07-10 16:38:00,G1-20260710-0235,2026-07-10,16:38,GRUPO 1,-38.770707,-72.763050,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0156.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0157.jpg,Mantención de Señalética,
2026-07-10 16:58:00,G1-20260710-0236,2026-07-10,16:58,GRUPO 1,-38.763990,-72.753672,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0162.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260710-WA0163.jpg,Mantención de Señalética,
2026-07-10 17:07:00,G1-20260710-0237,2026-07-10,17:07,GRUPO 1,-38.766454,-72.757471,,,Mantención de Señalética,
2026-07-13 08:17:00,G1-20260713-0238,2026-07-13,08:17,GRUPO 1,-38.770755,-72.758668,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0028.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0075.jpg,Mantención de Señalética,
2026-07-13 11:31:00,G1-20260713-0239,2026-07-13,11:31,GRUPO 1,-38.772333,-72.750343,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0076.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0077.jpg,Mantención de Señalética,
2026-07-13 11:43:00,G1-20260713-0240,2026-07-13,11:43,GRUPO 1,-38.771651,-72.751595,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0093.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0094.jpg,Mantención de Señalética,
2026-07-13 12:25:00,G1-20260713-0241,2026-07-13,12:25,GRUPO 1,-38.770707,-72.762648,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260709-WA0098.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0106.jpg,Mantención de Señalética,
2026-07-13 12:44:00,G1-20260713-0242,2026-07-13,12:44,GRUPO 1,-38.761648,-72.747169,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0145.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0146.jpg,Mantención de Señalética,
2026-07-13 15:49:00,G1-20260713-0243,2026-07-13,15:49,GRUPO 1,-38.756374,-72.739731,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0156.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0157.jpg,Mantención de Señalética,
2026-07-13 16:18:00,G1-20260713-0244,2026-07-13,16:18,GRUPO 1,-38.760746,-72.757500,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0167.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0168.jpg,Mantención de Señalética,
2026-07-13 16:57:00,G1-20260713-0245,2026-07-13,16:57,GRUPO 1,-38.763155,-72.757759,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0178.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0179.jpg,Mantención de Señalética,
2026-07-13 17:06:00,G1-20260713-0246,2026-07-13,17:06,GRUPO 1,-38.763160,-72.757829,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0234.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260713-WA0238.jpg,Mantención de Señalética,
2026-07-14 09:27:00,G1-20260714-0247,2026-07-14,09:27,GRUPO 1,-38.771687,-72.766343,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0008.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0040.jpg,Mantención de Señalética,
